id,Exposure
UKB-b:2013,Treatment/medication code: stiemycin solution || id:UKB-b:2013
UKB-b:2015,"Diagnoses - secondary ICD10: Z60.9 Problem related to social environment,unspecified || id:UKB-b:2015"
UKB-b:2015,"Diagnoses - secondary ICD10: Z60.9 Problem related to social environment, unspecified || id:UKB-b:2015"
UKB-b:2016,Treatment/medication code: clozapine || id:UKB-b:2016
UKB-b:2017,Diagnoses - secondary ICD10: M75.5 Bursitis of shoulder || id:UKB-b:2017
UKB-b:2018,Diagnoses - main ICD10: H74.4 Polyp of middle ear || id:UKB-b:2018
UKB-b:2019,Diagnoses - main ICD9: 7950 Nonspecific abnormal papanicolaou smear of cervix || id:UKB-b:2019
UKB-b:202,Diagnoses - main ICD10: C12 Malignant neoplasm of pyriform sinus || id:UKB-b:202
UKB-b:2021,Diagnoses - secondary ICD10: Q63.0 Accessory kidney || id:UKB-b:2021
UKB-b:2022,Operative procedures - main OPCS: W26.8 Other specified other closed reduction of fracture of bone || id:UKB-b:2022
UKB-b:2023,"Non-cancer illness code,self-reported: empyema || id:UKB-b:2023"
UKB-b:2023,"Non-cancer illness code, self-reported: empyema || id:UKB-b:2023"
UKB-b:2024,Single crust pastry intake || id:UKB-b:2024
UKB-b:2025,Contributory (secondary) causes of death: ICD10: K65.0 Acute peritonitis || id:UKB-b:2025
UKB-b:2026,Treatment/medication code: spirolone 25mg tablet || id:UKB-b:2026
UKB-b:2027,External causes: X50.5 Trade and service area || id:UKB-b:2027
UKB-b:2029,Treatment/medication code: finasteride || id:UKB-b:2029
UKB-b:203,Diagnoses - main ICD10: Z12.1 Special screening examination for neoplasm of intestinal tract || id:UKB-b:203
UKB-b:2030,Operative procedures - main OPCS: W78.1 Release of contracture of shoulder joint || id:UKB-b:2030
UKB-b:2031,Treatment/medication code: celectol 200mg tablet || id:UKB-b:2031
UKB-b:2032,Diagnoses - secondary ICD10: W19.5 Trade and service area || id:UKB-b:2032
UKB-b:2033,Operative procedures - main OPCS: P01.8 Other specified operations on clitoris || id:UKB-b:2033
UKB-b:2034,Operative procedures - secondary OPCS: C90.2 Subconjunctival anaesthetic || id:UKB-b:2034
UKB-b:2035,Scotch pancake intake || id:UKB-b:2035
UKB-b:2036,"Type of cancer: ICD10: D05.9 Carcinoma in situ of breast,unspecified || id:UKB-b:2036"
UKB-b:2036,"Type of cancer: ICD10: D05.9 Carcinoma in situ of breast, unspecified || id:UKB-b:2036"
UKB-b:2037,Diagnoses - secondary ICD10: H21.8 Other specified disorders of iris and ciliary body || id:UKB-b:2037
UKB-b:2038,External causes: X51.9 Unspecified place || id:UKB-b:2038
UKB-b:2039,Diagnoses - secondary ICD10: Y47.1 Benzodiazepines || id:UKB-b:2039
UKB-b:204,Operative procedures - secondary OPCS: H03.1 Drainage of abscess of appendix || id:UKB-b:204
UKB-b:2040,Operative procedures - main OPCS: C75.4 Insertion of prosthetic replacement for lens using suture fixation || id:UKB-b:2040
UKB-b:2041,Diagnoses - secondary ICD10: E83.1 Disorders of iron metabolism || id:UKB-b:2041
UKB-b:2043,Diagnoses - main ICD10: M95.0 Acquired deformity of nose || id:UKB-b:2043
UKB-b:2044,Operative procedures - main OPCS: C26.8 Other specified other operations on lacrimal sac || id:UKB-b:2044
UKB-b:2045,Diagnoses - main ICD10: M77.02 Medial epicondylitis (Upper arm) || id:UKB-b:2045
UKB-b:2046,Operative procedures - main OPCS: E02.6 Rhinoplasty NEC || id:UKB-b:2046
UKB-b:2048,Operative procedures - secondary OPCS: M64.6 Reconstruction of neck of male bladder NEC || id:UKB-b:2048
UKB-b:2049,Operative procedures - secondary OPCS: T07.9 Unspecified open excision of pleura || id:UKB-b:2049
UKB-b:205,Treatment/medication code: colazide 750mg capsule || id:UKB-b:205
UKB-b:2051,Treatment/medication code: rizatriptan || id:UKB-b:2051
UKB-b:2052,External causes: X43.9 Unspecified place || id:UKB-b:2052
UKB-b:2053,Health satisfaction || id:UKB-b:2053
UKB-b:2054,"Diagnoses - main ICD10: L02.0 Cutaneous abscess,furuncle and carbuncle of face || id:UKB-b:2054"
UKB-b:2054,"Diagnoses - main ICD10: L02.0 Cutaneous abscess, furuncle and carbuncle of face || id:UKB-b:2054"
UKB-b:2057,Treatment/medication code: movelat relief cream || id:UKB-b:2057
UKB-b:2058,Operative procedures - main OPCS: D03.2 Reconstruction of external ear NEC || id:UKB-b:2058
UKB-b:2059,"Diagnoses - secondary ICD10: E88.2 Lipomatosis,not elsewhere classified || id:UKB-b:2059"
UKB-b:2059,"Diagnoses - secondary ICD10: E88.2 Lipomatosis, not elsewhere classified || id:UKB-b:2059"
UKB-b:206,Diagnoses - secondary ICD10: H27.0 Aphakia || id:UKB-b:206
UKB-b:2060,"Diagnoses - secondary ICD10: B34.4 Papovirus infection,unspecified || id:UKB-b:2060"
UKB-b:2060,"Diagnoses - secondary ICD10: B34.4 Papovirus infection, unspecified || id:UKB-b:2060"
UKB-b:2061,Treatment/medication code: coal tar product || id:UKB-b:2061
UKB-b:2062,Operative procedures - main OPCS: K26.1 Allograft replacement of aortic valve || id:UKB-b:2062
UKB-b:2063,Diagnoses - secondary ICD10: I80.2 Phlebitis and thrombophlebitis of other deep vessels of lower extremities || id:UKB-b:2063
UKB-b:2064,External causes: Y42.8 Other and unspecified hormones and their synthetic substitutes || id:UKB-b:2064
UKB-b:2065,Operative procedures - secondary OPCS: M09.4 Endoscopic extraction of calculus of kidney NEC || id:UKB-b:2065
UKB-b:2066,Operative procedures - main OPCS: W66.3 Primary manipulative closed reduction of fracture dislocation of joint NEC || id:UKB-b:2066
UKB-b:2067,Operative procedures - main OPCS: M49.3 Removal of suprapubic tube from bladder || id:UKB-b:2067
UKB-b:2068,Diagnoses - main ICD10: D17.3 Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites || id:UKB-b:2068
UKB-b:2069,Diagnoses - secondary ICD10: Y43.0 Antiallergic and antiemetic drugs || id:UKB-b:2069
UKB-b:207,Treatment/medication code: acitretin || id:UKB-b:207
UKB-b:2070,Diagnoses - main ICD9: 7014 Keloid scar || id:UKB-b:2070
UKB-b:2071,"Diagnoses - main ICD10: D22.6 Melanocytic naevi of upper limb,including shoulder || id:UKB-b:2071"
UKB-b:2072,Operative procedures - secondary OPCS: Y95.3 From 9 weeks to < 14 weeks gestational age || id:UKB-b:2072
UKB-b:2073,"Diagnoses - main ICD10: C80.9 Malignant neoplasm,unspecified || id:UKB-b:2073"
UKB-b:2073,"Diagnoses - main ICD10: C80.9 Malignant neoplasm, unspecified || id:UKB-b:2073"
UKB-b:2075,Operative procedures - main OPCS: V44.5 Balloon kyphoplasty of fracture of spine || id:UKB-b:2075
UKB-b:2076,Operative procedures - secondary OPCS: J69.9 Unspecified total excision of spleen || id:UKB-b:2076
UKB-b:2077,Operative procedures - main OPCS: Q49.2 Endoscopic freeing of adhesions of ovary || id:UKB-b:2077
UKB-b:2078,Diagnoses - main ICD10: T38.3 Insulin and oral hypoglycaemic [antidiabetic] drugs || id:UKB-b:2078
UKB-b:2079,Diagnoses - main ICD9: V519 Aftercare involving the use of plastic surgery || id:UKB-b:2079
UKB-b:208,Treatment/medication code: cocois scalp ointment || id:UKB-b:208
UKB-b:2080,Diagnoses - main ICD9: 25009 Diabetes mellitus without mention of compl. (adult/juvenile unspec.) || id:UKB-b:2080
UKB-b:2081,Diagnoses - main ICD10: S02.6 Fracture of mandible || id:UKB-b:2081
UKB-b:2082,"Non-cancer illness code,self-reported: lichen sclerosis || id:UKB-b:2082"
UKB-b:2082,"Non-cancer illness code, self-reported: lichen sclerosis || id:UKB-b:2082"
UKB-b:2085,Diagnoses - main ICD10: K08.8 Other specified disorders of teeth and supporting structures || id:UKB-b:2085
UKB-b:2086,PCT where patients GP was registered: SOUTH WEST KENT PCT || id:UKB-b:2086
UKB-b:2089,Diagnoses - main ICD9: 4718 Other polyp of sinus || id:UKB-b:2089
UKB-b:209,"Diagnoses - secondary ICD10: G62.9 Polyneuropathy,unspecified || id:UKB-b:209"
UKB-b:209,"Diagnoses - secondary ICD10: G62.9 Polyneuropathy, unspecified || id:UKB-b:209"
UKB-b:2090,Diagnoses - main ICD10: H70.1 Chronic mastoiditis || id:UKB-b:2090
UKB-b:2092,Diagnoses - secondary ICD10: N76.6 Ulceration of vulva || id:UKB-b:2092
UKB-b:2093,Operative procedures - main OPCS: W37.8 Other specified total prosthetic replacement of hip joint using cement || id:UKB-b:2093
UKB-b:2095,Diagnoses - main ICD10: H74.0 Tympanosclerosis || id:UKB-b:2095
UKB-b:2096,Operative procedures - secondary OPCS: Z91.8 Specified vein of upper body NEC || id:UKB-b:2096
UKB-b:2097,Operative procedures - main OPCS: H24.4 Endoscopic insertion of expanding metal stent into lower bowel using fibreoptic sigmoidoscope || id:UKB-b:2097
UKB-b:2098,Diagnoses - main ICD10: G93.6 Cerebral oedema || id:UKB-b:2098
UKB-b:2099,Operative procedures - main OPCS: M02.5 Nephrectomy NEC || id:UKB-b:2099
UKB-b:21,Diagnoses - secondary ICD9: E8798 Abn. reaction to other specified procedures without misadventure at time || id:UKB-b:21
UKB-b:210,Diagnoses - main ICD10: Q23.1 Congenital insufficiency of aortic valve || id:UKB-b:210
UKB-b:2100,Operative procedures - secondary OPCS: X71.2 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 7 || id:UKB-b:2100
UKB-b:2101,Diagnoses - secondary ICD10: S37.00 Injury of kidney (without open wound into cavity) || id:UKB-b:2101
UKB-b:2103,Operative procedures - secondary OPCS: G67.4 Intubation of jejunum NEC || id:UKB-b:2103
UKB-b:2104,External causes: Y00.0 Home || id:UKB-b:2104
UKB-b:2106,Diagnoses - main ICD10: C79.2 Secondary malignant neoplasm of skin || id:UKB-b:2106
UKB-b:2107,Operative procedures - secondary OPCS: C27.1 Drainage of nasolacrimal duct || id:UKB-b:2107
UKB-b:2108,Operative procedures - main OPCS: X35.2 Intravenous chemotherapy || id:UKB-b:2108
UKB-b:2109,Type of cancer: ICD10: C18.5 Splenic flexure || id:UKB-b:2109
UKB-b:211,Destinations on discharge from hospital (recoded): Transfer to other NHS provider || id:UKB-b:211
UKB-b:2111,Treatment/medication code: torasemide || id:UKB-b:2111
UKB-b:2112,Diagnoses - secondary ICD10: Z22.3 Carrier of other specified bacterial diseases || id:UKB-b:2112
UKB-b:2113,"Diagnoses - secondary ICD10: M89.96 Disorder of bone,unspecified (Lower leg) || id:UKB-b:2113"
UKB-b:2113,"Diagnoses - secondary ICD10: M89.96 Disorder of bone, unspecified (Lower leg) || id:UKB-b:2113"
UKB-b:2114,"Diagnoses - secondary ICD9: 7893 Abdominal or pelvic swelling,mass or lump || id:UKB-b:2114"
UKB-b:2114,"Diagnoses - secondary ICD9: 7893 Abdominal or pelvic swelling, mass or lump || id:UKB-b:2114"
UKB-b:2116,"Diagnoses - main ICD10: H01.9 Inflammation of eyelid,unspecified || id:UKB-b:2116"
UKB-b:2116,"Diagnoses - main ICD10: H01.9 Inflammation of eyelid, unspecified || id:UKB-b:2116"
UKB-b:2117,Diagnoses - main ICD9: 6100 Solitary cyst of breast || id:UKB-b:2117
UKB-b:2118,Operative procedures - secondary OPCS: C86.8 Other specified other operations on eye || id:UKB-b:2118
UKB-b:2119,External causes: W26.0 Home || id:UKB-b:2119
UKB-b:2120,"Diagnoses - secondary ICD10: L70.9 Acne,unspecified || id:UKB-b:2120"
UKB-b:2120,"Diagnoses - secondary ICD10: L70.9 Acne, unspecified || id:UKB-b:2120"
UKB-b:2121,Operative procedures - secondary OPCS: Z98.9 Vein of lower limb NEC || id:UKB-b:2121
UKB-b:2122,Ankle spacing width (left) || id:UKB-b:2122
UKB-b:2123,Type of cancer: ICD10: C65 Malignant neoplasm of renal pelvis || id:UKB-b:2123
UKB-b:2125,Operative procedures - main OPCS: R21.5 Low forceps cephalic delivery || id:UKB-b:2125
UKB-b:2127,Operative procedures - main OPCS: K57.4 Percutaneous transluminal ablation of accessory pathway || id:UKB-b:2127
UKB-b:2128,Operative procedures - main OPCS: V38.2 Primary posterior interlaminar fusion of joint of lumbar spine || id:UKB-b:2128
UKB-b:2129,Diagnoses - main ICD10: J14 Pneumonia due to Haemophilus influenzae || id:UKB-b:2129
UKB-b:213,Diagnoses - main ICD10: D30.0 Kidney || id:UKB-b:213
UKB-b:2130,PCT where patients GP was registered: NORTH DORSET PCT || id:UKB-b:2130
UKB-b:2131,Operative procedures - secondary OPCS: C60.1 Trabeculectomy || id:UKB-b:2131
UKB-b:2132,PCT where patients GP was registered: NEWARK AND SHERWOOD PCT || id:UKB-b:2132
UKB-b:2133,Operative procedures - main OPCS: W29.3 Removal of skeletal traction from bone || id:UKB-b:2133
UKB-b:2134,Past tobacco smoking || id:UKB-b:2134
UKB-b:2136,Treatment/medication code: migraleve duopack tablet || id:UKB-b:2136
UKB-b:2137,Operative procedures - secondary OPCS: A81.8 Other specified other operations on sympathetic nerve || id:UKB-b:2137
UKB-b:2138,Operative procedures - main OPCS: H35.8 Other specified fixation of rectum for prolapse || id:UKB-b:2138
UKB-b:2139,Diagnoses - secondary ICD9: V254 Surveillance of previously prescribed contraceptive methods || id:UKB-b:2139
UKB-b:214,Diagnoses - secondary ICD10: Y45.1 Salicylates || id:UKB-b:214
UKB-b:2140,Diagnoses - secondary ICD9: V641 Surgical or other procedure not carried out because of contraindication || id:UKB-b:2140
UKB-b:2142,Operative procedures - main OPCS: A84.8 Other specified neurophysiological operations || id:UKB-b:2142
UKB-b:2143,Diagnoses - secondary ICD10: G60.0 Hereditary motor and sensory neuropathy || id:UKB-b:2143
UKB-b:2144,Operative procedures - secondary OPCS: H07.2 Right hemicolectomy and side to side anastomosis of ileum to transverse colon || id:UKB-b:2144
UKB-b:2145,"Diagnoses - secondary ICD10: O43.9 Placental disorder,unspecified || id:UKB-b:2145"
UKB-b:2145,"Diagnoses - secondary ICD10: O43.9 Placental disorder, unspecified || id:UKB-b:2145"
UKB-b:2147,Operative procedures - secondary OPCS: R15.9 Unspecified other induction of labour || id:UKB-b:2147
UKB-b:2148,Facial ageing || id:UKB-b:2148
UKB-b:215,Treatment/medication code: beta-cardone 40mg tablet || id:UKB-b:215
UKB-b:2151,Diagnoses - main ICD10: J69.0 Pneumonitis due to food and vomit || id:UKB-b:2151
UKB-b:2152,Diagnoses - secondary ICD10: H44.5 Degenerated conditions of globe || id:UKB-b:2152
UKB-b:2153,Treatment/medication code: e45 cream || id:UKB-b:2153
UKB-b:2155,Operative procedures - main OPCS: K57.6 Percutaneous transluminal ablation of ventricular wall || id:UKB-b:2155
UKB-b:2156,Diagnoses - main ICD10: R82.9 Other and unspecified abnormal finding in urine || id:UKB-b:2156
UKB-b:2157,Diagnoses - main ICD10: T43.5 Other and unspecified antipsychotics and neuroleptics || id:UKB-b:2157
UKB-b:2158,Diagnoses - secondary ICD9: E9170 Acc. striking/struck by objects/persons in sports || id:UKB-b:2158
UKB-b:2159,Operative procedures - main OPCS: X46.1 Donation of bone marrow || id:UKB-b:2159
UKB-b:216,Operative procedures - secondary OPCS: S26.5 Local subcutaneous pedicle flap of skin to head or neck NEC || id:UKB-b:216
UKB-b:2160,Diagnoses - main ICD10: C61 Malignant neoplasm of prostate || id:UKB-b:2160
UKB-b:2161,Operative procedures - secondary OPCS: S68.3 Partial excision of nail NEC || id:UKB-b:2161
UKB-b:2162,Diagnoses - main ICD10: H01.0 Blepharitis || id:UKB-b:2162
UKB-b:2163,"Non-cancer illness code,self-reported: pulmonary fibrosis || id:UKB-b:2163"
UKB-b:2163,"Non-cancer illness code, self-reported: pulmonary fibrosis || id:UKB-b:2163"
UKB-b:2164,Operative procedures - secondary OPCS: T85.5 Block dissection of inguinal lymph nodes || id:UKB-b:2164
UKB-b:2165,Operative procedures - main OPCS: L97.5 Operations on vein NEC || id:UKB-b:2165
UKB-b:2166,"Diagnoses - secondary ICD10: N28.9 Disorder of kidney and ureter, unspecified || id:UKB-b:2166"
UKB-b:2167,Diagnoses - secondary ICD9: V748 Special screen. exam. other spec. bact/spiroch. diseases || id:UKB-b:2167
UKB-b:2168,Treatment/medication code: femara 2.5mg tablet || id:UKB-b:2168
UKB-b:2169,Diagnoses - main ICD10: K27.7 Chronic without haemorrhage or perforation || id:UKB-b:2169
UKB-b:2171,Operative procedures - main OPCS: G67.4 Intubation of jejunum NEC || id:UKB-b:2171
UKB-b:2172,"Diagnoses - secondary ICD10: C49.2 Connective and soft tissue of lower limb,including hip || id:UKB-b:2172"
UKB-b:2172,"Diagnoses - secondary ICD10: C49.2 Connective and soft tissue of lower limb, including hip || id:UKB-b:2172"
UKB-b:2173,Treatment/medication code: berocca effervescent tablet || id:UKB-b:2173
UKB-b:2174,Diagnoses - main ICD10: L72.2 Steatocystoma multiplex || id:UKB-b:2174
UKB-b:2175,Diagnoses - secondary ICD10: O34.8 Maternal care for other abnormalities of pelvic organs || id:UKB-b:2175
UKB-b:2176,Diagnoses - secondary ICD10: L01.0 Impetigo [any organism] [any site] || id:UKB-b:2176
UKB-b:2177,Diagnoses - secondary ICD10: S09.9 Unspecified injury of head || id:UKB-b:2177
UKB-b:2178,Treatment/medication code: pro-banthine 15mg tablet || id:UKB-b:2178
UKB-b:2179,Operative procedures - secondary OPCS: Y76.5 Robotic assisted minimal access approach to other body cavity || id:UKB-b:2179
UKB-b:218,Diagnoses - main ICD10: O12.0 Gestational oedema || id:UKB-b:218
UKB-b:2180,Diagnoses - secondary ICD10: D12.0 Caecum || id:UKB-b:2180
UKB-b:2181,Diagnoses - main ICD10: M23.39 Other meniscus derangements (Unspecified ligament or Unspecified meniscus) || id:UKB-b:2181
UKB-b:2182,Diagnoses - main ICD10: C71.4 Occipital lobe || id:UKB-b:2182
UKB-b:2183,Number of oatcakes with  butter/margarine || id:UKB-b:2183
UKB-b:2184,Operative procedures - secondary OPCS: S52.9 Unspecified introduction of therapeutic substance into subcutaneous tissue || id:UKB-b:2184
UKB-b:2185,Operative procedures - secondary OPCS: F20.5 Suture of gingiva || id:UKB-b:2185
UKB-b:2186,Diagnoses - secondary ICD10: Y53.8 Other agents primarily affecting the gastro-intestinal system || id:UKB-b:2186
UKB-b:2187,Treatment/medication code: tri-adcortyl cream || id:UKB-b:2187
UKB-b:219,"Diagnoses - main ICD10: H90.5 Sensorineural hearing loss,unspecified || id:UKB-b:219"
UKB-b:219,"Diagnoses - main ICD10: H90.5 Sensorineural hearing loss, unspecified || id:UKB-b:219"
UKB-b:2190,Operative procedures - secondary OPCS: H56.8 Other specified other operations on anus || id:UKB-b:2190
UKB-b:2191,PCT responsible for patient data: SOLIHULL PCT || id:UKB-b:2191
UKB-b:2192,Operative procedures - secondary OPCS: Z72.2 Scaphoid bone || id:UKB-b:2192
UKB-b:2193,Diagnoses - secondary ICD9: V120 Personal history of infectious and parasitic diseases || id:UKB-b:2193
UKB-b:2194,Diagnoses - main ICD10: O63.1 Prolonged second stage (of labour) || id:UKB-b:2194
UKB-b:2195,Diagnoses - main ICD10: K91.3 Postoperative intestinal obstruction || id:UKB-b:2195
UKB-b:2196,Main speciality of consultant (recoded): Nuclear medicine || id:UKB-b:2196
UKB-b:2198,"Diagnoses - secondary ICD9: 2167 Benign neoplasm of skin of lower limb,including hip || id:UKB-b:2198"
UKB-b:2198,"Diagnoses - secondary ICD9: 2167 Benign neoplasm of skin of lower limb, including hip || id:UKB-b:2198"
UKB-b:22,Diagnoses - secondary ICD10: B24 Unspecified human immunodeficiency virus [HIV] disease || id:UKB-b:22
UKB-b:220,Diagnoses - secondary ICD10: O30.1 Triplet pregnancy || id:UKB-b:220
UKB-b:2200,"Diagnoses - main ICD10: K90.9 Intestinal malabsorption,unspecified || id:UKB-b:2200"
UKB-b:2200,"Diagnoses - main ICD10: K90.9 Intestinal malabsorption, unspecified || id:UKB-b:2200"
UKB-b:2201,Diagnoses - secondary ICD10: S31.8 Open wound of other and unspecified parts of abdomen || id:UKB-b:2201
UKB-b:2202,Diagnoses - secondary ICD10: I72.8 Aneurysm of other specified arteries || id:UKB-b:2202
UKB-b:2203,"Non-cancer illness code,self-reported: hepatitis c || id:UKB-b:2203"
UKB-b:2203,"Non-cancer illness code, self-reported: hepatitis c || id:UKB-b:2203"
UKB-b:2205,Diagnoses - secondary ICD10: Z82.4 Family history of ischaemic heart disease and other diseases of the circulatory system || id:UKB-b:2205
UKB-b:2206,Operative procedures - main OPCS: U12.4 Ultrasound of bladder || id:UKB-b:2206
UKB-b:2207,Diagnoses - main ICD10: M20.0 Deformity of finger(s) || id:UKB-b:2207
UKB-b:2208,Type of cancer: ICD10: C49.3 Connective and soft tissue of thorax || id:UKB-b:2208
UKB-b:2209,Oily fish intake || id:UKB-b:2209
UKB-b:221,Diagnoses - main ICD10: N48.0 Leukoplakia of penis || id:UKB-b:221
UKB-b:2210,Operative procedures - main OPCS: V17.2 Internal fixation of mandible NEC || id:UKB-b:2210
UKB-b:2211,Diagnoses - secondary ICD10: I42.8 Other cardiomyopathies || id:UKB-b:2211
UKB-b:2212,Operative procedures - secondary OPCS: V17.2 Internal fixation of mandible NEC || id:UKB-b:2212
UKB-b:2213,Treatment/medication code: aminophylline || id:UKB-b:2213
UKB-b:2214,Type of cancer: ICD10: C67.5 Bladder neck || id:UKB-b:2214
UKB-b:2216,Diagnoses - secondary ICD10: Z63.0 Problems in relationship with spouse or partner || id:UKB-b:2216
UKB-b:2217,Operative procedures - secondary OPCS: T30.2 Reopening of abdomen and re-exploration of intra-abdominal operation site NEC || id:UKB-b:2217
UKB-b:2220,Operative procedures - main OPCS: W74.1 Reconstruction of multiple ligaments NEC || id:UKB-b:2220
UKB-b:2221,Cherry intake || id:UKB-b:2221
UKB-b:2222,Diagnoses - secondary ICD10: N32.3 Diverticulum of bladder || id:UKB-b:2222
UKB-b:2223,Operative procedures - secondary OPCS: Y91.2 Megavoltage treatment for simple radiotherapy || id:UKB-b:2223
UKB-b:2224,Operative procedures - main OPCS: S07.9 Unspecified photodynamic therapy of skin || id:UKB-b:2224
UKB-b:2225,Diagnoses - main ICD10: L84 Corns and callosities || id:UKB-b:2225
UKB-b:2226,Diagnoses - secondary ICD10: M25.06 Haemarthrosis (Lower leg) || id:UKB-b:2226
UKB-b:2227,Number of children fathered || id:UKB-b:2227
UKB-b:2228,Operative procedures - secondary OPCS: C32.3 Recession of superior rectus muscle of eye || id:UKB-b:2228
UKB-b:2229,Operative procedures - main OPCS: C73.4 Capsulotomy of lens NEC || id:UKB-b:2229
UKB-b:223,Current tobacco smoking || id:UKB-b:223
UKB-b:2230,External causes: Y61.0 During surgical operation || id:UKB-b:2230
UKB-b:2231,Operative procedures - main OPCS: H49.8 Other specified destruction of lesion of anus || id:UKB-b:2231
UKB-b:2232,"Diagnoses - main ICD10: M00.93 Pyogenic arthritis,unspecified (Forearm) || id:UKB-b:2232"
UKB-b:2232,"Diagnoses - main ICD10: M00.93 Pyogenic arthritis, unspecified (Forearm) || id:UKB-b:2232"
UKB-b:2233,"Diagnoses - main ICD10: I25.0 Atherosclerotic cardiovascular disease,so described || id:UKB-b:2233"
UKB-b:2233,"Diagnoses - main ICD10: I25.0 Atherosclerotic cardiovascular disease, so described || id:UKB-b:2233"
UKB-b:2234,Operative procedures - secondary OPCS: Y60.2 Harvest of fascia from fascia lata NEC || id:UKB-b:2234
UKB-b:2235,Illnesses of adopted siblings: Breast cancer || id:UKB-b:2235
UKB-b:2236,Operative procedures - secondary OPCS: L74.8 Other specified arteriovenous shunt || id:UKB-b:2236
UKB-b:2239,Operative procedures - main OPCS: A01.3 Partial lobectomy of brain || id:UKB-b:2239
UKB-b:224,Operative procedures - main OPCS: P27.1 Evacuation of haematoma from vagina || id:UKB-b:224
UKB-b:2240,QRS duration || id:UKB-b:2240
UKB-b:2241,Type of cancer: ICD10: C67.0 Trigone of bladder || id:UKB-b:2241
UKB-b:2242,Operative procedures - secondary OPCS: Y13.2 Cryotherapy to lesion of organ NOC || id:UKB-b:2242
UKB-b:2243,Operative procedures - main OPCS: G14.8 Other specified fibreoptic endoscopic extirpation of lesion of oesophagus || id:UKB-b:2243
UKB-b:2244,Operative procedures - main OPCS: G72.5 Anastomosis of ileum to anus and creation of pouch HFQ || id:UKB-b:2244
UKB-b:2245,Diagnoses - main ICD10: Z31.2 In vitro fertilisation || id:UKB-b:2245
UKB-b:2247,"Diagnoses - secondary ICD10: Z51.9 Medical care,unspecified || id:UKB-b:2247"
UKB-b:2247,"Diagnoses - secondary ICD10: Z51.9 Medical care, unspecified || id:UKB-b:2247"
UKB-b:2248,Destinations on discharge from hospital (recoded): High security psychiatric hospital: Other || id:UKB-b:2248
UKB-b:2249,Treatment/medication code: dioralyte product || id:UKB-b:2249
UKB-b:225,Treatment/medication code: cipramil 10mg tablet || id:UKB-b:225
UKB-b:2250,"Diagnoses - secondary ICD10: H91.3 Deaf mutism,not elsewhere classified || id:UKB-b:2250"
UKB-b:2250,"Diagnoses - secondary ICD10: H91.3 Deaf mutism, not elsewhere classified || id:UKB-b:2250"
UKB-b:2251,Diagnoses - secondary ICD10: M50.1 Cervical disk disorder with radiculopathy || id:UKB-b:2251
UKB-b:2252,Type of cancer: ICD10: C22.7 Other specified carcinomas of liver || id:UKB-b:2252
UKB-b:2253,Diagnoses - secondary ICD10: T43.0 Tricyclic and tetracyclic antidepressants || id:UKB-b:2253
UKB-b:2254,Diagnoses - main ICD10: I89.1 Lymphangitis || id:UKB-b:2254
UKB-b:2255,Diagnoses - secondary ICD10: Y49.0 Tricyclic and tetracyclic antidepressants || id:UKB-b:2255
UKB-b:2256,"Diagnoses - main ICD10: J39.9 Disease of upper respiratory tract,unspecified || id:UKB-b:2256"
UKB-b:2256,"Diagnoses - main ICD10: J39.9 Disease of upper respiratory tract, unspecified || id:UKB-b:2256"
UKB-b:2257,Treatment/medication code: clotrimazole product || id:UKB-b:2257
UKB-b:2258,Diagnoses - main ICD9: 4151 Pulmonary embolism || id:UKB-b:2258
UKB-b:2259,Diagnoses - secondary ICD10: Z36.2 Other antenatal screening based on amniocentesis || id:UKB-b:2259
UKB-b:226,Operative procedures - main OPCS: W74.8 Other specified other reconstruction of ligament || id:UKB-b:226
UKB-b:2260,Operative procedures - secondary OPCS: W84.1 Endoscopic repair of intra-articular ligament || id:UKB-b:2260
UKB-b:2261,Operative procedures - main OPCS: W74.3 Reconstruction of extra-articular ligament NEC || id:UKB-b:2261
UKB-b:2262,"Diagnoses - main ICD10: M50.9 Cervical disk disorder,unspecified || id:UKB-b:2262"
UKB-b:2262,"Diagnoses - main ICD10: M50.9 Cervical disk disorder, unspecified || id:UKB-b:2262"
UKB-b:2263,Diagnoses - secondary ICD10: Z12.3 Special screening examination for neoplasm of breast || id:UKB-b:2263
UKB-b:2264,Diagnoses - main ICD10: I89.8 Other specified non-infective disorders of lymphatic vessels and lymph nodes || id:UKB-b:2264
UKB-b:2265,Diagnoses - main ICD10: H11.1 Conjunctival degenerations and deposits || id:UKB-b:2265
UKB-b:2266,Treatment/medication code: sudafed co tablet || id:UKB-b:2266
UKB-b:2267,Operative procedures - main OPCS: H20.3 Fibreoptic endoscopic laser destruction of lesion of colon || id:UKB-b:2267
UKB-b:2268,Operative procedures - main OPCS: V05.1 Extirpation of lesion of cranium || id:UKB-b:2268
UKB-b:2269,Type of cancer: ICD10: D37.5 Rectum || id:UKB-b:2269
UKB-b:2270,"Diagnoses - main ICD10: J12.9 Viral pneumonia,unspecified || id:UKB-b:2270"
UKB-b:2270,"Diagnoses - main ICD10: J12.9 Viral pneumonia, unspecified || id:UKB-b:2270"
UKB-b:2271,PCT responsible for patient data: HERTFORDSHIRE PCT || id:UKB-b:2271
UKB-b:2274,Operative procedures - main OPCS: W89.1 Endoscopic chondroplasty NEC || id:UKB-b:2274
